time_index,timestamp,year,month,split
29527,1979-03-18T18:00:00,1979,3,train
29528,1979-03-19T00:00:00,1979,3,train
29529,1979-03-19T06:00:00,1979,3,train
29530,1979-03-19T12:00:00,1979,3,train
29531,1979-03-19T18:00:00,1979,3,train
29532,1979-03-20T00:00:00,1979,3,train
29533,1979-03-20T06:00:00,1979,3,train
29534,1979-03-20T12:00:00,1979,3,train
29535,1979-03-20T18:00:00,1979,3,train
29536,1979-03-21T00:00:00,1979,3,train
29537,1979-03-21T06:00:00,1979,3,train
29538,1979-03-21T12:00:00,1979,3,train
29539,1979-03-21T18:00:00,1979,3,train
29540,1979-03-22T00:00:00,1979,3,train
29541,1979-03-22T06:00:00,1979,3,train
29542,1979-03-22T12:00:00,1979,3,train
29543,1979-03-22T18:00:00,1979,3,train
29544,1979-03-23T00:00:00,1979,3,train
29545,1979-03-23T06:00:00,1979,3,train
29546,1979-03-23T12:00:00,1979,3,train
29547,1979-03-23T18:00:00,1979,3,train
29548,1979-03-24T00:00:00,1979,3,train
29549,1979-03-24T06:00:00,1979,3,train
29550,1979-03-24T12:00:00,1979,3,train
29551,1979-03-24T18:00:00,1979,3,train
29552,1979-03-25T00:00:00,1979,3,train
29553,1979-03-25T06:00:00,1979,3,train
29554,1979-03-25T12:00:00,1979,3,train
29555,1979-03-25T18:00:00,1979,3,train
29556,1979-03-26T00:00:00,1979,3,train
29557,1979-03-26T06:00:00,1979,3,train
29558,1979-03-26T12:00:00,1979,3,train
29559,1979-03-26T18:00:00,1979,3,train
29560,1979-03-27T00:00:00,1979,3,train
29561,1979-03-27T06:00:00,1979,3,train
29562,1979-03-27T12:00:00,1979,3,train
29563,1979-03-27T18:00:00,1979,3,train
29564,1979-03-28T00:00:00,1979,3,train
29565,1979-03-28T06:00:00,1979,3,train
29566,1979-03-28T12:00:00,1979,3,train
29567,1979-03-28T18:00:00,1979,3,train
29568,1979-03-29T00:00:00,1979,3,train
29569,1979-03-29T06:00:00,1979,3,train
29570,1979-03-29T12:00:00,1979,3,train
29571,1979-03-29T18:00:00,1979,3,train
29572,1979-03-30T00:00:00,1979,3,train
29573,1979-03-30T06:00:00,1979,3,train
29574,1979-03-30T12:00:00,1979,3,train
29575,1979-03-30T18:00:00,1979,3,train
29576,1979-03-31T00:00:00,1979,3,train
29577,1979-03-31T06:00:00,1979,3,train
29578,1979-03-31T12:00:00,1979,3,train
29579,1979-03-31T18:00:00,1979,3,train
29580,1979-04-01T00:00:00,1979,4,train
29581,1979-04-01T06:00:00,1979,4,train
29582,1979-04-01T12:00:00,1979,4,train
29583,1979-04-01T18:00:00,1979,4,train
29584,1979-04-02T00:00:00,1979,4,train
29585,1979-04-02T06:00:00,1979,4,train
29586,1979-04-02T12:00:00,1979,4,train
29587,1979-04-02T18:00:00,1979,4,train
29588,1979-04-03T00:00:00,1979,4,train
29589,1979-04-03T06:00:00,1979,4,train
29590,1979-04-03T12:00:00,1979,4,train
29591,1979-04-03T18:00:00,1979,4,train
29592,1979-04-04T00:00:00,1979,4,train
29593,1979-04-04T06:00:00,1979,4,train
29594,1979-04-04T12:00:00,1979,4,train
29595,1979-04-04T18:00:00,1979,4,train
29596,1979-04-05T00:00:00,1979,4,train
29597,1979-04-05T06:00:00,1979,4,train
29598,1979-04-05T12:00:00,1979,4,train
29599,1979-04-05T18:00:00,1979,4,train
29600,1979-04-06T00:00:00,1979,4,train
29601,1979-04-06T06:00:00,1979,4,train
29602,1979-04-06T12:00:00,1979,4,train
29603,1979-04-06T18:00:00,1979,4,train
29604,1979-04-07T00:00:00,1979,4,train
29605,1979-04-07T06:00:00,1979,4,train
29606,1979-04-07T12:00:00,1979,4,train
29607,1979-04-07T18:00:00,1979,4,train
29608,1979-04-08T00:00:00,1979,4,train
29609,1979-04-08T06:00:00,1979,4,train
29610,1979-04-08T12:00:00,1979,4,train
29611,1979-04-08T18:00:00,1979,4,train
29612,1979-04-09T00:00:00,1979,4,train
29613,1979-04-09T06:00:00,1979,4,train
29614,1979-04-09T12:00:00,1979,4,train
29615,1979-04-09T18:00:00,1979,4,train
29616,1979-04-10T00:00:00,1979,4,train
29617,1979-04-10T06:00:00,1979,4,train
29618,1979-04-10T12:00:00,1979,4,train
29619,1979-04-10T18:00:00,1979,4,train
29620,1979-04-11T00:00:00,1979,4,train
29621,1979-04-11T06:00:00,1979,4,train
29622,1979-04-11T12:00:00,1979,4,train
29623,1979-04-11T18:00:00,1979,4,train
29624,1979-04-12T00:00:00,1979,4,train
29625,1979-04-12T06:00:00,1979,4,train
29626,1979-04-12T12:00:00,1979,4,train
29627,1979-04-12T18:00:00,1979,4,train
29628,1979-04-13T00:00:00,1979,4,train
29629,1979-04-13T06:00:00,1979,4,train
29630,1979-04-13T12:00:00,1979,4,train
29631,1979-04-13T18:00:00,1979,4,train
29632,1979-04-14T00:00:00,1979,4,train
29633,1979-04-14T06:00:00,1979,4,train
29634,1979-04-14T12:00:00,1979,4,train
29635,1979-04-14T18:00:00,1979,4,train
29636,1979-04-15T00:00:00,1979,4,train
29637,1979-04-15T06:00:00,1979,4,train
29638,1979-04-15T12:00:00,1979,4,train
29639,1979-04-15T18:00:00,1979,4,train
29640,1979-04-16T00:00:00,1979,4,train
29641,1979-04-16T06:00:00,1979,4,train
29642,1979-04-16T12:00:00,1979,4,train
29643,1979-04-16T18:00:00,1979,4,train
29644,1979-04-17T00:00:00,1979,4,train
29645,1979-04-17T06:00:00,1979,4,train
29646,1979-04-17T12:00:00,1979,4,train
29647,1979-04-17T18:00:00,1979,4,train
29648,1979-04-18T00:00:00,1979,4,train
29649,1979-04-18T06:00:00,1979,4,train
29650,1979-04-18T12:00:00,1979,4,train
29651,1979-04-18T18:00:00,1979,4,train
29652,1979-04-19T00:00:00,1979,4,train
29653,1979-04-19T06:00:00,1979,4,train
29654,1979-04-19T12:00:00,1979,4,train
29655,1979-04-19T18:00:00,1979,4,train
29656,1979-04-20T00:00:00,1979,4,train
29657,1979-04-20T06:00:00,1979,4,train
29658,1979-04-20T12:00:00,1979,4,train
29659,1979-04-20T18:00:00,1979,4,train
29660,1979-04-21T00:00:00,1979,4,train
29661,1979-04-21T06:00:00,1979,4,train
29662,1979-04-21T12:00:00,1979,4,train
29663,1979-04-21T18:00:00,1979,4,train
29664,1979-04-22T00:00:00,1979,4,train
29665,1979-04-22T06:00:00,1979,4,train
29666,1979-04-22T12:00:00,1979,4,train
29667,1979-04-22T18:00:00,1979,4,train
29668,1979-04-23T00:00:00,1979,4,train
29669,1979-04-23T06:00:00,1979,4,train
29670,1979-04-23T12:00:00,1979,4,train
29671,1979-04-23T18:00:00,1979,4,train
29672,1979-04-24T00:00:00,1979,4,train
29673,1979-04-24T06:00:00,1979,4,train
29674,1979-04-24T12:00:00,1979,4,train
29675,1979-04-24T18:00:00,1979,4,train
29676,1979-04-25T00:00:00,1979,4,train
29677,1979-04-25T06:00:00,1979,4,train
29678,1979-04-25T12:00:00,1979,4,train
29679,1979-04-25T18:00:00,1979,4,train
29680,1979-04-26T00:00:00,1979,4,train
29681,1979-04-26T06:00:00,1979,4,train
29682,1979-04-26T12:00:00,1979,4,train
29683,1979-04-26T18:00:00,1979,4,train
29684,1979-04-27T00:00:00,1979,4,train
29685,1979-04-27T06:00:00,1979,4,train
29686,1979-04-27T12:00:00,1979,4,train
29687,1979-04-27T18:00:00,1979,4,train
29688,1979-04-28T00:00:00,1979,4,train
29689,1979-04-28T06:00:00,1979,4,train
29690,1979-04-28T12:00:00,1979,4,train
29691,1979-04-28T18:00:00,1979,4,train
29692,1979-04-29T00:00:00,1979,4,train
29693,1979-04-29T06:00:00,1979,4,train
29694,1979-04-29T12:00:00,1979,4,train
29695,1979-04-29T18:00:00,1979,4,train
29696,1979-04-30T00:00:00,1979,4,train
29697,1979-04-30T06:00:00,1979,4,train
29698,1979-04-30T12:00:00,1979,4,train
29699,1979-04-30T18:00:00,1979,4,train
29700,1979-05-01T00:00:00,1979,5,train
29701,1979-05-01T06:00:00,1979,5,train
29702,1979-05-01T12:00:00,1979,5,train
29703,1979-05-01T18:00:00,1979,5,train
29704,1979-05-02T00:00:00,1979,5,train
29705,1979-05-02T06:00:00,1979,5,train
29706,1979-05-02T12:00:00,1979,5,train
29707,1979-05-02T18:00:00,1979,5,train
29708,1979-05-03T00:00:00,1979,5,train
29709,1979-05-03T06:00:00,1979,5,train
29710,1979-05-03T12:00:00,1979,5,train
29711,1979-05-03T18:00:00,1979,5,train
29712,1979-05-04T00:00:00,1979,5,train
29713,1979-05-04T06:00:00,1979,5,train
29714,1979-05-04T12:00:00,1979,5,train
29715,1979-05-04T18:00:00,1979,5,train
29716,1979-05-05T00:00:00,1979,5,train
29717,1979-05-05T06:00:00,1979,5,train
29718,1979-05-05T12:00:00,1979,5,train
29719,1979-05-05T18:00:00,1979,5,train
29720,1979-05-06T00:00:00,1979,5,train
29721,1979-05-06T06:00:00,1979,5,train
29722,1979-05-06T12:00:00,1979,5,train
29723,1979-05-06T18:00:00,1979,5,train
29724,1979-05-07T00:00:00,1979,5,train
29725,1979-05-07T06:00:00,1979,5,train
29726,1979-05-07T12:00:00,1979,5,train
29727,1979-05-07T18:00:00,1979,5,train
29728,1979-05-08T00:00:00,1979,5,train
29729,1979-05-08T06:00:00,1979,5,train
29730,1979-05-08T12:00:00,1979,5,train
29731,1979-05-08T18:00:00,1979,5,train
29732,1979-05-09T00:00:00,1979,5,train
29733,1979-05-09T06:00:00,1979,5,train
29734,1979-05-09T12:00:00,1979,5,train
29735,1979-05-09T18:00:00,1979,5,train
29736,1979-05-10T00:00:00,1979,5,train
29737,1979-05-10T06:00:00,1979,5,train
29738,1979-05-10T12:00:00,1979,5,train
29739,1979-05-10T18:00:00,1979,5,train
29740,1979-05-11T00:00:00,1979,5,train
29741,1979-05-11T06:00:00,1979,5,train
29742,1979-05-11T12:00:00,1979,5,train
29743,1979-05-11T18:00:00,1979,5,train
29744,1979-05-12T00:00:00,1979,5,train
29745,1979-05-12T06:00:00,1979,5,train
29746,1979-05-12T12:00:00,1979,5,train
29747,1979-05-12T18:00:00,1979,5,train
29748,1979-05-13T00:00:00,1979,5,train
29749,1979-05-13T06:00:00,1979,5,train
29750,1979-05-13T12:00:00,1979,5,train
29751,1979-05-13T18:00:00,1979,5,train
29752,1979-05-14T00:00:00,1979,5,train
29753,1979-05-14T06:00:00,1979,5,train
29754,1979-05-14T12:00:00,1979,5,train
29755,1979-05-14T18:00:00,1979,5,train
29756,1979-05-15T00:00:00,1979,5,train
29757,1979-05-15T06:00:00,1979,5,train
29758,1979-05-15T12:00:00,1979,5,train
29759,1979-05-15T18:00:00,1979,5,train
29760,1979-05-16T00:00:00,1979,5,train
29761,1979-05-16T06:00:00,1979,5,train
29762,1979-05-16T12:00:00,1979,5,train
29763,1979-05-16T18:00:00,1979,5,train
29764,1979-05-17T00:00:00,1979,5,train
29765,1979-05-17T06:00:00,1979,5,train
29766,1979-05-17T12:00:00,1979,5,train
29767,1979-05-17T18:00:00,1979,5,train
29768,1979-05-18T00:00:00,1979,5,train
29769,1979-05-18T06:00:00,1979,5,train
29770,1979-05-18T12:00:00,1979,5,train
29771,1979-05-18T18:00:00,1979,5,train
29772,1979-05-19T00:00:00,1979,5,train
29773,1979-05-19T06:00:00,1979,5,train
29774,1979-05-19T12:00:00,1979,5,train
29775,1979-05-19T18:00:00,1979,5,train
29776,1979-05-20T00:00:00,1979,5,train
29777,1979-05-20T06:00:00,1979,5,train
29778,1979-05-20T12:00:00,1979,5,train
29779,1979-05-20T18:00:00,1979,5,train
29780,1979-05-21T00:00:00,1979,5,train
29781,1979-05-21T06:00:00,1979,5,train
29782,1979-05-21T12:00:00,1979,5,train
29783,1979-05-21T18:00:00,1979,5,train
29784,1979-05-22T00:00:00,1979,5,train
29785,1979-05-22T06:00:00,1979,5,train
29786,1979-05-22T12:00:00,1979,5,train
29787,1979-05-22T18:00:00,1979,5,train
29788,1979-05-23T00:00:00,1979,5,train
29789,1979-05-23T06:00:00,1979,5,train
29790,1979-05-23T12:00:00,1979,5,train
29791,1979-05-23T18:00:00,1979,5,train
29792,1979-05-24T00:00:00,1979,5,train
29793,1979-05-24T06:00:00,1979,5,train
29794,1979-05-24T12:00:00,1979,5,train
29795,1979-05-24T18:00:00,1979,5,train
29796,1979-05-25T00:00:00,1979,5,train
29797,1979-05-25T06:00:00,1979,5,train
29798,1979-05-25T12:00:00,1979,5,train
29799,1979-05-25T18:00:00,1979,5,train
29800,1979-05-26T00:00:00,1979,5,train
29801,1979-05-26T06:00:00,1979,5,train
29802,1979-05-26T12:00:00,1979,5,train
29803,1979-05-26T18:00:00,1979,5,train
29804,1979-05-27T00:00:00,1979,5,train
29805,1979-05-27T06:00:00,1979,5,train
29806,1979-05-27T12:00:00,1979,5,train
29807,1979-05-27T18:00:00,1979,5,train
29808,1979-05-28T00:00:00,1979,5,train
29809,1979-05-28T06:00:00,1979,5,train
29810,1979-05-28T12:00:00,1979,5,train
29811,1979-05-28T18:00:00,1979,5,train
29812,1979-05-29T00:00:00,1979,5,train
29813,1979-05-29T06:00:00,1979,5,train
29814,1979-05-29T12:00:00,1979,5,train
29815,1979-05-29T18:00:00,1979,5,train
29816,1979-05-30T00:00:00,1979,5,train
29817,1979-05-30T06:00:00,1979,5,train
29818,1979-05-30T12:00:00,1979,5,train
29819,1979-05-30T18:00:00,1979,5,train
29820,1979-05-31T00:00:00,1979,5,train
29821,1979-05-31T06:00:00,1979,5,train
29822,1979-05-31T12:00:00,1979,5,train
29823,1979-05-31T18:00:00,1979,5,train
29824,1979-06-01T00:00:00,1979,6,train
29825,1979-06-01T06:00:00,1979,6,train
29826,1979-06-01T12:00:00,1979,6,train
