station_id,usaf,wban,name,country,state,icao,latitude,longitude,elevation_m,era5_lat_idx,era5_lon_idx,era5_grid_lat,era5_grid_lon,distance_to_grid_km,era5_grid_id,split,era5_temporal_overlap,file,size_bytes
01015099999,010150,99999,HEKKINGEN FYR,NO,,,69.6,17.833,+0014.0,106,12,68.99999999999999,18.0,67.039,106:12,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01015099999.csv,584086
01016099999,010160,99999,KONGSOYA,NO,,,78.933,28.9,+0020.0,113,19,79.49999999999997,28.5,63.594,113:19,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01016099999.csv,130960
01017099999,010170,99999,AKSELOYA,SV,,,77.683,14.783,+0006.0,112,10,77.99999999999999,14.999999999999998,35.613,112:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01017099999.csv,125965
01020099999,010200,99999,SORKAPPOYA,SV,,,76.483,16.55,+0010.0,111,11,76.49999999999999,16.499999999999996,2.293,111:11,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01020099999.csv,130467
01023099999,010230,99999,BARDUFOSS,NO,,ENDU,69.056,18.54,+0076.8,106,12,68.99999999999999,18.0,22.375,106:12,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01023099999.csv,8410474
01023199999,010231,99999,DRAUGEN,NO,,ENDR,64.35,7.8,+0000.0,103,5,64.49999999999997,7.499999999999999,22.036,103:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01023199999.csv,5866782
01024099999,010240,99999,PYRAMIDEN,NO,,,78.65,16.367,+0020.0,112,11,77.99999999999999,16.499999999999996,72.339,112:11,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01024099999.csv,33341
01025099999,010250,99999,TROMSO,NO,,ENTC,69.683,18.919,+0009.4,106,13,68.99999999999999,19.5,79.292,106:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01025099999.csv,8522728
01026099999,010260,99999,TROMSO,NO,,,69.65,18.933,+0114.5,106,13,68.99999999999999,19.5,75.626,106:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01026099999.csv,3122327
01027099999,010270,99999,TROMSO-HOLT,NO,,,69.65,18.9,+0020.0,106,13,68.99999999999999,19.5,76.018,106:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01027099999.csv,934602
01028099999,010280,99999,BJORNOYA ISLAND,NO,,ENBJ,74.517,19.017,+0018.0,110,13,74.99999999999997,19.5,55.532,110:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01028099999.csv,580476
01030099999,010300,99999,KISTEFJELL,NO,,,69.283,18.133,+0982.0,106,12,68.99999999999999,18.0,31.906,106:12,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01030099999.csv,582073
01033099999,010330,99999,TORSVAG FYR,NO,,,70.25,19.5,+0024.0,107,13,70.49999999999999,19.5,27.799,107:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01033099999.csv,663166
01035099999,010350,99999,LYNGEN GJERDVASSBU,NO,,,69.567,20.1,+0710.0,106,13,68.99999999999999,19.5,67.319,106:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01035099999.csv,132409
01037099999,010370,99999,SKIBOTN 2,NO,,,69.383,20.283,+0020.0,106,14,68.99999999999999,20.999999999999996,51.145,106:14,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01037099999.csv,724800
01042099999,010420,99999,HASVIK-SLUSKFJELLET,NO,,,70.6,22.45,+0438.0,107,15,70.49999999999999,22.5,11.273,107:15,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01042099999.csv,105390
01043099999,010430,99999,ROGNSUNDET,NO,,,70.417,22.817,+0010.0,107,15,70.49999999999999,22.5,14.973,107:15,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01043099999.csv,100248
01044099999,010440,99999,HASVIK,NO,,ENHK,70.487,22.14,+0006.4,107,15,70.49999999999999,22.5,13.445,107:15,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01044099999.csv,6078772
01045099999,010450,99999,NORDSTRAUM I KVAENANGEN,NO,,,69.833,21.883,+0006.0,107,15,70.49999999999999,22.5,77.733,107:15,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01045099999.csv,2519891
01046099999,010460,99999,SORKJOSEN,NO,,ENSR,69.787,20.959,+0004.9,107,14,70.49999999999999,20.999999999999996,79.297,107:14,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01046099999.csv,7642479
01047099999,010470,99999,KAUTOKEINO II,NO,,ENKA,69.017,23.067,+0307.0,106,15,68.99999999999999,22.5,22.664,106:15,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01047099999.csv,233666
01049099999,010490,99999,ALTA,NO,,ENAT,69.976,23.372,+0002.7,107,16,70.49999999999999,24.0,62.867,107:16,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01049099999.csv,6775317
01052099999,010520,99999,HAMMERFEST AP,NO,,ENHF,70.683,23.683,+0081.0,107,16,70.49999999999999,24.0,23.479,107:16,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01052099999.csv,8663653
01055099999,010550,99999,FRUHOLMEN FYR,NO,,,71.1,23.983,+0014.2,107,16,70.49999999999999,24.0,66.72,107:16,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01055099999.csv,721552
01057099999,010570,99999,CUOVDDATMOHKKI,NO,,,69.367,24.433,+0286.0,106,16,68.99999999999999,24.0,44.25,106:16,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01057099999.csv,373525
01058099999,010580,99999,SUOLOVUOPMI LULIT,NO,,,69.567,23.533,+0381.0,106,16,68.99999999999999,24.0,65.669,106:16,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01058099999.csv,742810
01059099999,010590,99999,BANAK / LAKSELV,NO,,ENNA,70.069,24.973,+0007.6,107,17,70.49999999999999,25.499999999999996,51.842,107:17,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01059099999.csv,7284811
01062099999,010620,99999,HOPEN ISLAND,NO,,ENHO,76.5,25.067,+0010.0,111,17,76.49999999999999,25.499999999999996,11.24,111:17,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01062099999.csv,1651394
01065099999,010650,99999,KARASJOK,NO,,,69.467,25.517,+0133.0,106,17,68.99999999999999,25.499999999999996,51.932,106:17,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01065099999.csv,834578
01068099999,010680,99999,HONNINGSVAG/VALAN,NO,,ENHV,71.017,25.983,+0014.0,107,17,70.49999999999999,25.499999999999996,60.15,107:17,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01068099999.csv,6938139
01074099999,010740,99999,MEHAMN,NO,,ENMH,71.033,27.833,+0013.0,107,19,70.49999999999999,28.5,64.104,107:19,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01074099999.csv,6129479
01076099999,010760,99999,TANABRU,NO,,,70.217,28.167,+0032.0,107,19,70.49999999999999,28.5,33.84,107:19,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01076099999.csv,1499816
01078099999,010780,99999,SLETTNES FYR,NO,,,71.1,28.233,+0010.0,107,19,70.49999999999999,28.5,67.428,107:19,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01078099999.csv,284492
01082099999,010820,99999,NYRUD,NO,,,69.15,29.25,+0056.0,106,19,68.99999999999999,28.5,34.136,106:19,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01082099999.csv,833137
01083099999,010830,99999,BERLEVAG,NO,,ENBV,70.867,29.033,+0013.0,107,19,70.49999999999999,28.5,45.273,107:19,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01083099999.csv,6457093
01084099999,010840,99999,PASVIK,NO,,,69.45,30.033,+0027.0,106,20,68.99999999999999,29.999999999999996,50.055,106:20,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01084099999.csv,1967420
01086099999,010860,99999,BATSFJORD,NO,,ENBS,70.6,29.693,+0149.4,107,20,70.49999999999999,29.999999999999996,15.901,107:20,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01086099999.csv,6625269
01087599999,010875,99999,HEIMDAL OIL PLATFORM,NO,,ENHM,59.567,2.217,+0090.0,100,1,59.999999999999986,1.5,62.674,100:1,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01087599999.csv,6481085
01087699999,010876,99999,NORNE OIL PLATFORM,NO,,ENNE,66.017,8.083,+0090.0,104,5,66.0,7.499999999999999,26.426,104:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01087699999.csv,6534616
01087799999,010877,99999,TROLL A  OIL PLATFORM,NO,,ENQA,60.633,3.717,+0090.0,100,2,59.999999999999986,3.0,80.702,100:2,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01087799999.csv,6600514
01087899999,010878,99999,SNORRE A  OIL PLATFORM,NO,,ENSE,61.45,2.133,+0090.0,101,1,61.49999999999999,1.5,34.069,101:1,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01087899999.csv,6499838
01087999999,010879,99999,SNORRE B  OIL PLATFORM,NO,,ENQR,61.533,2.2,+0090.0,101,1,61.49999999999999,1.5,37.301,101:1,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01087999999.csv,6491435
01088099999,010880,99999,VADSO,NO,,ENVD,70.067,29.85,+0039.0,107,20,70.49999999999999,29.999999999999996,48.475,107:20,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01088099999.csv,6390289
01088299999,010882,99999,ROROS,NO,,ENRO,62.578,11.342,+0626.1,102,8,62.999999999999986,12.0,57.63,102:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01088299999.csv,6129005
01088699999,010886,99999,SLEIPNER A OIL PLATFORM,NO,,ENSL,58.367,1.9,+0030.0,99,1,58.5,1.5,27.583,99:1,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01088699999.csv,6456903
01088799999,010887,99999,TROLL C OIL PLATFORM,NO,,ENQC,60.886,3.61,+0020.0,101,2,61.49999999999999,3.0,75.693,101:2,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01088799999.csv,6532153
01089099999,010890,99999,HOYBUKTMOEN / KIRKENES,NO,,ENKR,69.726,29.893,+0086.3,106,20,68.99999999999999,29.999999999999996,80.836,106:20,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01089099999.csv,7237673
01092099999,010920,99999,MAKKAUR FYR,NO,,,70.7,30.083,+0009.0,107,20,70.49999999999999,29.999999999999996,22.449,107:20,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01092099999.csv,645133
01098099999,010980,99999,VARDO,NO,,,70.367,31.1,+0015.0,107,21,70.49999999999999,31.5,20.99,107:21,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01098099999.csv,1248615
01099099999,010990,99999,VARDO AP / SVARTNES,NO,,ENSS,70.355,31.045,+0012.8,107,21,70.49999999999999,31.5,23.393,107:21,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01099099999.csv,6908064
01102099999,011020,99999,SKLINNA FYR,NO,,,65.2,11.0,+0016.0,103,7,64.49999999999997,10.499999999999998,81.343,103:7,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01102099999.csv,256829
01102599999,011025,99999,HEIDRUN,NO,,ENHE,65.333,7.317,+0080.0,104,5,66.0,7.499999999999999,74.639,104:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01102599999.csv,6063076
01105099999,011050,99999,ROTVAER,NO,,,68.367,15.95,+0008.0,106,11,68.99999999999999,16.499999999999996,73.813,106:11,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01105099999.csv,315646
01107099999,011070,99999,ROST (NOR-AFB),NO,,ENRS,67.517,12.1,+0004.0,105,8,67.5,12.0,4.655,105:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01107099999.csv,6904974
01108099999,011080,99999,VEGA-VALLSJO,NO,,,65.7,11.85,+0009.1,104,8,66.0,12.0,34.049,104:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01108099999.csv,2084449
01112099999,011120,99999,BRONNOY / BRONNOYSUND,NO,,ENBN,65.461,12.218,+0007.6,104,8,66.0,12.0,60.757,104:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01112099999.csv,6489826
01114099999,011140,99999,REIPA,NO,,,66.9,13.633,+0008.0,105,9,67.5,13.5,66.963,105:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01114099999.csv,1180567
01115099999,011150,99999,MYKEN,NO,,,66.767,12.483,+0013.0,105,8,67.5,12.0,84.135,105:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01115099999.csv,582695
01116099999,011160,99999,STOKKA / SANDNESSJOEN,NO,,ENST,65.95,12.467,+0017.1,104,8,66.0,12.0,21.861,104:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01116099999.csv,4252053
01117099999,011170,99999,TJOTTA,NO,,,65.817,12.417,+0021.0,104,8,66.0,12.0,27.79,104:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01117099999.csv,1914441
01121099999,011210,99999,SOLVAER III,NO,,,66.367,12.617,+0010.0,104,8,66.0,12.0,49.324,104:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01121099999.csv,670671
01122099999,011220,99999,KJAERSTAD,NO,,ENMS,65.784,13.215,+0072.2,104,9,66.0,13.5,27.284,104:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01122099999.csv,8313564
01124099999,011240,99999,SNASA,NO,,,64.167,12.467,+0195.0,103,8,64.49999999999997,12.0,43.324,103:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01124099999.csv,136175
01132099999,011320,99999,MAJAVATN V,NO,,,65.167,13.367,+0319.0,103,9,64.49999999999997,13.5,74.433,103:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01132099999.csv,1567577
01133099999,011330,99999,LAKSFORS,NO,,,65.617,13.283,+0050.0,104,9,66.0,13.5,43.72,104:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01133099999.csv,111855
01135099999,011350,99999,SELJELIA,NO,,,66.117,13.583,+0123.0,104,9,66.0,13.5,13.538,104:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01135099999.csv,757594
01139099999,011390,99999,VAEROY HELIPORT,NO,,ENVR,67.65,12.717,+0004.0,105,8,67.5,12.0,34.687,105:8,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01139099999.csv,499737
01141099999,011410,99999,LEKNES,NO,,ENLK,68.15,13.617,+0026.0,105,9,67.5,13.5,72.443,105:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01141099999.csv,6058703
01143099999,011430,99999,DRAG-AJLUOKTA,NO,,,68.05,16.083,+0019.0,105,11,67.5,16.499999999999996,63.622,105:11,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01143099999.csv,689624
01144099999,011440,99999,HELLIGVAER II,NO,,,67.4,13.883,+0024.0,105,9,67.5,13.5,19.758,105:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01144099999.csv,556188
01146099999,011460,99999,SKAMDAL,NO,,,66.233,13.883,+0005.0,104,9,66.0,13.5,31.122,104:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01146099999.csv,152396
01147099999,011470,99999,VARNTRESK,NO,,,65.833,14.183,+0406.0,104,9,66.0,13.5,36.128,104:9,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01147099999.csv,1674507
01148099999,011480,99999,STORFORSHEI,NO,,,66.383,14.517,+0110.0,104,10,66.0,14.999999999999998,47.788,104:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01148099999.csv,121313
01150099999,011500,99999,HJARTASEN,NO,,,66.5,14.95,+0251.0,104,10,66.0,14.999999999999998,55.643,104:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01150099999.csv,738308
01151099999,011510,99999,MOIRANA,NO,,ENRA,66.367,14.3,+0070.0,104,10,66.0,14.999999999999998,51.509,104:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01151099999.csv,6343530
01152099999,011520,99999,BODO,NO,,ENBO,67.269,14.365,+0012.8,105,10,67.5,14.999999999999998,37.376,105:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01152099999.csv,8303348
01156099999,011560,99999,BO I VESTERALEN,NO,,,68.6,14.433,+0007.6,106,10,68.99999999999999,14.999999999999998,49.981,106:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01156099999.csv,1512843
01158099999,011580,99999,SETSA,NO,,,67.167,15.483,+0008.0,105,10,67.5,14.999999999999998,42.419,105:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01158099999.csv,132270
01160099999,011600,99999,SKROVA FYR,NO,,,68.15,14.65,+0011.0,105,10,67.5,14.999999999999998,73.754,105:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01160099999.csv,237388
01161099999,011610,99999,SVOLVAER/HELLE,NO,,ENSH,68.25,14.667,+0009.0,106,10,68.99999999999999,14.999999999999998,84.481,106:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01161099999.csv,5979404
01162099999,011620,99999,STORKMARKNES/SKAGEN,NO,,ENSK,68.583,15.017,+0003.0,106,10,68.99999999999999,14.999999999999998,46.373,106:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01162099999.csv,6738792
01169099999,011690,99999,SALTDAL-NORDNES,NO,,,66.933,15.317,+0037.0,105,10,67.5,14.999999999999998,64.508,105:10,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01169099999.csv,1494250
01180099999,011800,99999,HARSTAD,NO,,,68.8,16.533,+0045.0,106,11,68.99999999999999,16.499999999999996,22.278,106:11,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01180099999.csv,715331
01183099999,011830,99999,EVENES / HARSTAD NARVIK,NO,,ENEV,68.491,16.678,+0025.6,106,11,68.99999999999999,16.499999999999996,57.051,106:11,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01183099999.csv,6458832
01192099999,011920,99999,STRAUMSNES,NO,,,68.417,17.65,+0200.0,106,12,68.99999999999999,18.0,66.349,106:12,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01192099999.csv,618378
01198099999,011980,99999,DIVIDALEN II,NO,,,68.783,19.7,+0204.0,106,13,68.99999999999999,19.5,25.424,106:13,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01198099999.csv,138240
01199099999,011990,99999,SIHCCAJAVRI,NO,,,68.75,23.533,+0382.0,106,16,68.99999999999999,24.0,33.511,106:16,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01199099999.csv,2583067
01203099999,012030,99999,KRAKENES,NO,,,62.033,4.983,+0041.0,101,3,61.49999999999999,4.5,64.483,101:3,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01203099999.csv,1405603
01205099999,012050,99999,SVINOY LH,NO,,,62.333,5.267,+0037.2,102,4,62.999999999999986,6.0,83.073,102:4,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01205099999.csv,651078
01209099999,012090,99999,ORSTA-VOLDA/HOVDEN,NO,,ENOV,62.183,6.067,+0074.0,101,4,61.49999999999999,6.0,76.028,101:4,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01209099999.csv,6898142
01210099999,012100,99999,VIGRA / ALESUND,NO,,ENAL,62.56,6.11,+0021.0,102,4,62.999999999999986,6.0,49.245,102:4,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01210099999.csv,6732512
01212099999,012120,99999,ONA II,NO,,,62.867,6.533,+0015.0,102,4,62.999999999999986,6.0,30.757,102:4,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01212099999.csv,1183038
01214099999,012140,99999,REKDAL,NO,,,62.65,6.767,+0043.0,102,5,62.999999999999986,7.499999999999999,53.854,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01214099999.csv,113990
01217099999,012170,99999,ARO,NO,,ENML,62.745,7.263,+0003.0,102,5,62.999999999999986,7.499999999999999,30.796,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01217099999.csv,6344425
01218099999,012180,99999,TAFJORD,NO,,,62.233,7.417,+0017.0,101,5,61.49999999999999,7.499999999999999,81.622,101:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01218099999.csv,1248097
01220099999,012200,99999,MANNEN,NO,,,62.45,7.767,+1294.0,102,5,62.999999999999986,7.499999999999999,62.652,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01220099999.csv,289980
01221099999,012210,99999,TAGDALEN,NO,,,63.05,9.083,+0415.0,102,6,62.999999999999986,9.0,6.96,102:6,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01221099999.csv,113512
01223099999,012230,99999,KVERNBERGET,NO,,ENKB,63.112,7.825,+0062.2,102,5,62.999999999999986,7.499999999999999,20.573,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01223099999.csv,6944862
01224099999,012240,99999,AALESUND,NO,,,62.467,6.217,+0050.0,102,4,62.999999999999986,6.0,60.289,102:4,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01224099999.csv,147579
01225099999,012250,99999,VEIHOLMEN,NO,,,63.517,7.95,+0005.0,102,5,62.999999999999986,7.499999999999999,61.739,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01225099999.csv,646488
01227099999,012270,99999,INNERDALEN,NO,,,62.717,8.783,+0405.0,102,6,62.999999999999986,9.0,33.338,102:6,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01227099999.csv,878996
01228099999,012280,99999,SULA,NO,,,63.85,8.467,+0006.0,103,6,64.49999999999997,9.0,76.749,103:6,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01228099999.csv,642514
01230099999,012300,99999,BJORLI,NO,,,62.267,8.2,+0579.0,102,5,62.999999999999986,7.499999999999999,89.012,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01230099999.csv,679386
01232099999,012320,99999,VINJEORA II,NO,,,62.45,7.85,+0067.0,102,5,62.999999999999986,7.499999999999999,63.704,102:5,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01232099999.csv,786164
01233099999,012330,99999,DOMBAAS,NO,,,62.083,9.117,+0638.0,101,6,61.49999999999999,9.0,65.118,101:6,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01233099999.csv,1304183
01234099999,012340,99999,ORKDAL-THAMSHAMN,NO,,,63.317,9.85,+0004.0,102,7,62.999999999999986,10.499999999999998,48.036,102:7,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01234099999.csv,1312782
01237099999,012370,99999,HITRA,NO,,,63.517,9.117,+0013.0,102,6,62.999999999999986,9.0,57.785,102:6,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01237099999.csv,1508180
01238099999,012380,99999,FOKSTUA II,NO,,,62.117,9.283,+0974.0,101,6,61.49999999999999,9.0,70.199,101:6,external_2023_no_era5,False,/home/tahiti/ConserveFM/data/ISD_2023_stations/01238099999.csv,2825234
