sample_id,split,context_steps,context_start_idx,context_end_idx,target_idx,context_start,context_end,target_time,lead_hours
train_029522_lead072,train,4,29519,29522,29534,1979-03-16T18:00:00,1979-03-17T12:00:00,1979-03-20T12:00:00,72
train_029551_lead006,train,4,29548,29551,29552,1979-03-24T00:00:00,1979-03-24T18:00:00,1979-03-25T00:00:00,6
train_029551_lead024,train,4,29548,29551,29555,1979-03-24T00:00:00,1979-03-24T18:00:00,1979-03-25T18:00:00,24
train_029551_lead072,train,4,29548,29551,29563,1979-03-24T00:00:00,1979-03-24T18:00:00,1979-03-27T18:00:00,72
train_029579_lead006,train,4,29576,29579,29580,1979-03-31T00:00:00,1979-03-31T18:00:00,1979-04-01T00:00:00,6
train_029579_lead024,train,4,29576,29579,29583,1979-03-31T00:00:00,1979-03-31T18:00:00,1979-04-01T18:00:00,24
train_029579_lead072,train,4,29576,29579,29591,1979-03-31T00:00:00,1979-03-31T18:00:00,1979-04-03T18:00:00,72
train_029608_lead006,train,4,29605,29608,29609,1979-04-07T06:00:00,1979-04-08T00:00:00,1979-04-08T06:00:00,6
train_029608_lead024,train,4,29605,29608,29612,1979-04-07T06:00:00,1979-04-08T00:00:00,1979-04-09T00:00:00,24
train_029608_lead072,train,4,29605,29608,29620,1979-04-07T06:00:00,1979-04-08T00:00:00,1979-04-11T00:00:00,72
train_029636_lead006,train,4,29633,29636,29637,1979-04-14T06:00:00,1979-04-15T00:00:00,1979-04-15T06:00:00,6
train_029636_lead024,train,4,29633,29636,29640,1979-04-14T06:00:00,1979-04-15T00:00:00,1979-04-16T00:00:00,24
train_029636_lead072,train,4,29633,29636,29648,1979-04-14T06:00:00,1979-04-15T00:00:00,1979-04-18T00:00:00,72
train_029665_lead006,train,4,29662,29665,29666,1979-04-21T12:00:00,1979-04-22T06:00:00,1979-04-22T12:00:00,6
train_029665_lead024,train,4,29662,29665,29669,1979-04-21T12:00:00,1979-04-22T06:00:00,1979-04-23T06:00:00,24
train_029665_lead072,train,4,29662,29665,29677,1979-04-21T12:00:00,1979-04-22T06:00:00,1979-04-25T06:00:00,72
train_029693_lead006,train,4,29690,29693,29694,1979-04-28T12:00:00,1979-04-29T06:00:00,1979-04-29T12:00:00,6
train_029693_lead024,train,4,29690,29693,29697,1979-04-28T12:00:00,1979-04-29T06:00:00,1979-04-30T06:00:00,24
train_029693_lead072,train,4,29690,29693,29705,1979-04-28T12:00:00,1979-04-29T06:00:00,1979-05-02T06:00:00,72
train_029722_lead006,train,4,29719,29722,29723,1979-05-05T18:00:00,1979-05-06T12:00:00,1979-05-06T18:00:00,6
train_029722_lead024,train,4,29719,29722,29726,1979-05-05T18:00:00,1979-05-06T12:00:00,1979-05-07T12:00:00,24
train_029722_lead072,train,4,29719,29722,29734,1979-05-05T18:00:00,1979-05-06T12:00:00,1979-05-09T12:00:00,72
train_029750_lead006,train,4,29747,29750,29751,1979-05-12T18:00:00,1979-05-13T12:00:00,1979-05-13T18:00:00,6
train_029750_lead024,train,4,29747,29750,29754,1979-05-12T18:00:00,1979-05-13T12:00:00,1979-05-14T12:00:00,24
train_029750_lead072,train,4,29747,29750,29762,1979-05-12T18:00:00,1979-05-13T12:00:00,1979-05-16T12:00:00,72
train_029779_lead006,train,4,29776,29779,29780,1979-05-20T00:00:00,1979-05-20T18:00:00,1979-05-21T00:00:00,6
train_029779_lead024,train,4,29776,29779,29783,1979-05-20T00:00:00,1979-05-20T18:00:00,1979-05-21T18:00:00,24
train_029779_lead072,train,4,29776,29779,29791,1979-05-20T00:00:00,1979-05-20T18:00:00,1979-05-23T18:00:00,72
train_029807_lead006,train,4,29804,29807,29808,1979-05-27T00:00:00,1979-05-27T18:00:00,1979-05-28T00:00:00,6
train_029807_lead024,train,4,29804,29807,29811,1979-05-27T00:00:00,1979-05-27T18:00:00,1979-05-28T18:00:00,24
train_029807_lead072,train,4,29804,29807,29819,1979-05-27T00:00:00,1979-05-27T18:00:00,1979-05-30T18:00:00,72
train_029836_lead006,train,4,29833,29836,29837,1979-06-03T06:00:00,1979-06-04T00:00:00,1979-06-04T06:00:00,6
train_029836_lead024,train,4,29833,29836,29840,1979-06-03T06:00:00,1979-06-04T00:00:00,1979-06-05T00:00:00,24
train_029836_lead072,train,4,29833,29836,29848,1979-06-03T06:00:00,1979-06-04T00:00:00,1979-06-07T00:00:00,72
train_029864_lead006,train,4,29861,29864,29865,1979-06-10T06:00:00,1979-06-11T00:00:00,1979-06-11T06:00:00,6
train_029864_lead024,train,4,29861,29864,29868,1979-06-10T06:00:00,1979-06-11T00:00:00,1979-06-12T00:00:00,24
train_029864_lead072,train,4,29861,29864,29876,1979-06-10T06:00:00,1979-06-11T00:00:00,1979-06-14T00:00:00,72
train_029893_lead006,train,4,29890,29893,29894,1979-06-17T12:00:00,1979-06-18T06:00:00,1979-06-18T12:00:00,6
train_029893_lead024,train,4,29890,29893,29897,1979-06-17T12:00:00,1979-06-18T06:00:00,1979-06-19T06:00:00,24
train_029893_lead072,train,4,29890,29893,29905,1979-06-17T12:00:00,1979-06-18T06:00:00,1979-06-21T06:00:00,72
train_029921_lead006,train,4,29918,29921,29922,1979-06-24T12:00:00,1979-06-25T06:00:00,1979-06-25T12:00:00,6
train_029921_lead024,train,4,29918,29921,29925,1979-06-24T12:00:00,1979-06-25T06:00:00,1979-06-26T06:00:00,24
train_029921_lead072,train,4,29918,29921,29933,1979-06-24T12:00:00,1979-06-25T06:00:00,1979-06-28T06:00:00,72
train_029950_lead006,train,4,29947,29950,29951,1979-07-01T18:00:00,1979-07-02T12:00:00,1979-07-02T18:00:00,6
train_029950_lead024,train,4,29947,29950,29954,1979-07-01T18:00:00,1979-07-02T12:00:00,1979-07-03T12:00:00,24
train_029950_lead072,train,4,29947,29950,29962,1979-07-01T18:00:00,1979-07-02T12:00:00,1979-07-05T12:00:00,72
train_029978_lead006,train,4,29975,29978,29979,1979-07-08T18:00:00,1979-07-09T12:00:00,1979-07-09T18:00:00,6
train_029978_lead024,train,4,29975,29978,29982,1979-07-08T18:00:00,1979-07-09T12:00:00,1979-07-10T12:00:00,24
train_029978_lead072,train,4,29975,29978,29990,1979-07-08T18:00:00,1979-07-09T12:00:00,1979-07-12T12:00:00,72
train_030007_lead006,train,4,30004,30007,30008,1979-07-16T00:00:00,1979-07-16T18:00:00,1979-07-17T00:00:00,6
train_030007_lead024,train,4,30004,30007,30011,1979-07-16T00:00:00,1979-07-16T18:00:00,1979-07-17T18:00:00,24
train_030007_lead072,train,4,30004,30007,30019,1979-07-16T00:00:00,1979-07-16T18:00:00,1979-07-19T18:00:00,72
train_030036_lead006,train,4,30033,30036,30037,1979-07-23T06:00:00,1979-07-24T00:00:00,1979-07-24T06:00:00,6
train_030036_lead024,train,4,30033,30036,30040,1979-07-23T06:00:00,1979-07-24T00:00:00,1979-07-25T00:00:00,24
train_030036_lead072,train,4,30033,30036,30048,1979-07-23T06:00:00,1979-07-24T00:00:00,1979-07-27T00:00:00,72
train_030064_lead006,train,4,30061,30064,30065,1979-07-30T06:00:00,1979-07-31T00:00:00,1979-07-31T06:00:00,6
train_030064_lead024,train,4,30061,30064,30068,1979-07-30T06:00:00,1979-07-31T00:00:00,1979-08-01T00:00:00,24
train_030064_lead072,train,4,30061,30064,30076,1979-07-30T06:00:00,1979-07-31T00:00:00,1979-08-03T00:00:00,72
train_030093_lead006,train,4,30090,30093,30094,1979-08-06T12:00:00,1979-08-07T06:00:00,1979-08-07T12:00:00,6
train_030093_lead024,train,4,30090,30093,30097,1979-08-06T12:00:00,1979-08-07T06:00:00,1979-08-08T06:00:00,24
train_030093_lead072,train,4,30090,30093,30105,1979-08-06T12:00:00,1979-08-07T06:00:00,1979-08-10T06:00:00,72
train_030121_lead006,train,4,30118,30121,30122,1979-08-13T12:00:00,1979-08-14T06:00:00,1979-08-14T12:00:00,6
train_030121_lead024,train,4,30118,30121,30125,1979-08-13T12:00:00,1979-08-14T06:00:00,1979-08-15T06:00:00,24
train_030121_lead072,train,4,30118,30121,30133,1979-08-13T12:00:00,1979-08-14T06:00:00,1979-08-17T06:00:00,72
train_030150_lead006,train,4,30147,30150,30151,1979-08-20T18:00:00,1979-08-21T12:00:00,1979-08-21T18:00:00,6
train_030150_lead024,train,4,30147,30150,30154,1979-08-20T18:00:00,1979-08-21T12:00:00,1979-08-22T12:00:00,24
train_030150_lead072,train,4,30147,30150,30162,1979-08-20T18:00:00,1979-08-21T12:00:00,1979-08-24T12:00:00,72
train_030178_lead006,train,4,30175,30178,30179,1979-08-27T18:00:00,1979-08-28T12:00:00,1979-08-28T18:00:00,6
train_030178_lead024,train,4,30175,30178,30182,1979-08-27T18:00:00,1979-08-28T12:00:00,1979-08-29T12:00:00,24
train_030178_lead072,train,4,30175,30178,30190,1979-08-27T18:00:00,1979-08-28T12:00:00,1979-08-31T12:00:00,72
train_030207_lead006,train,4,30204,30207,30208,1979-09-04T00:00:00,1979-09-04T18:00:00,1979-09-05T00:00:00,6
train_030207_lead024,train,4,30204,30207,30211,1979-09-04T00:00:00,1979-09-04T18:00:00,1979-09-05T18:00:00,24
train_030207_lead072,train,4,30204,30207,30219,1979-09-04T00:00:00,1979-09-04T18:00:00,1979-09-07T18:00:00,72
train_030235_lead006,train,4,30232,30235,30236,1979-09-11T00:00:00,1979-09-11T18:00:00,1979-09-12T00:00:00,6
train_030235_lead024,train,4,30232,30235,30239,1979-09-11T00:00:00,1979-09-11T18:00:00,1979-09-12T18:00:00,24
train_030235_lead072,train,4,30232,30235,30247,1979-09-11T00:00:00,1979-09-11T18:00:00,1979-09-14T18:00:00,72
train_030264_lead006,train,4,30261,30264,30265,1979-09-18T06:00:00,1979-09-19T00:00:00,1979-09-19T06:00:00,6
train_030264_lead024,train,4,30261,30264,30268,1979-09-18T06:00:00,1979-09-19T00:00:00,1979-09-20T00:00:00,24
train_030264_lead072,train,4,30261,30264,30276,1979-09-18T06:00:00,1979-09-19T00:00:00,1979-09-22T00:00:00,72
train_030292_lead006,train,4,30289,30292,30293,1979-09-25T06:00:00,1979-09-26T00:00:00,1979-09-26T06:00:00,6
train_030292_lead024,train,4,30289,30292,30296,1979-09-25T06:00:00,1979-09-26T00:00:00,1979-09-27T00:00:00,24
train_030292_lead072,train,4,30289,30292,30304,1979-09-25T06:00:00,1979-09-26T00:00:00,1979-09-29T00:00:00,72
train_030321_lead006,train,4,30318,30321,30322,1979-10-02T12:00:00,1979-10-03T06:00:00,1979-10-03T12:00:00,6
train_030321_lead024,train,4,30318,30321,30325,1979-10-02T12:00:00,1979-10-03T06:00:00,1979-10-04T06:00:00,24
train_030321_lead072,train,4,30318,30321,30333,1979-10-02T12:00:00,1979-10-03T06:00:00,1979-10-06T06:00:00,72
train_030349_lead006,train,4,30346,30349,30350,1979-10-09T12:00:00,1979-10-10T06:00:00,1979-10-10T12:00:00,6
train_030349_lead024,train,4,30346,30349,30353,1979-10-09T12:00:00,1979-10-10T06:00:00,1979-10-11T06:00:00,24
train_030349_lead072,train,4,30346,30349,30361,1979-10-09T12:00:00,1979-10-10T06:00:00,1979-10-13T06:00:00,72
train_030378_lead006,train,4,30375,30378,30379,1979-10-16T18:00:00,1979-10-17T12:00:00,1979-10-17T18:00:00,6
train_030378_lead024,train,4,30375,30378,30382,1979-10-16T18:00:00,1979-10-17T12:00:00,1979-10-18T12:00:00,24
train_030378_lead072,train,4,30375,30378,30390,1979-10-16T18:00:00,1979-10-17T12:00:00,1979-10-20T12:00:00,72
train_030406_lead006,train,4,30403,30406,30407,1979-10-23T18:00:00,1979-10-24T12:00:00,1979-10-24T18:00:00,6
train_030406_lead024,train,4,30403,30406,30410,1979-10-23T18:00:00,1979-10-24T12:00:00,1979-10-25T12:00:00,24
train_030406_lead072,train,4,30403,30406,30418,1979-10-23T18:00:00,1979-10-24T12:00:00,1979-10-27T12:00:00,72
train_030435_lead006,train,4,30432,30435,30436,1979-10-31T00:00:00,1979-10-31T18:00:00,1979-11-01T00:00:00,6
train_030435_lead024,train,4,30432,30435,30439,1979-10-31T00:00:00,1979-10-31T18:00:00,1979-11-01T18:00:00,24
train_030435_lead072,train,4,30432,30435,30447,1979-10-31T00:00:00,1979-10-31T18:00:00,1979-11-03T18:00:00,72
train_030463_lead006,train,4,30460,30463,30464,1979-11-07T00:00:00,1979-11-07T18:00:00,1979-11-08T00:00:00,6
train_030463_lead024,train,4,30460,30463,30467,1979-11-07T00:00:00,1979-11-07T18:00:00,1979-11-08T18:00:00,24
train_030463_lead072,train,4,30460,30463,30475,1979-11-07T00:00:00,1979-11-07T18:00:00,1979-11-10T18:00:00,72
train_030492_lead006,train,4,30489,30492,30493,1979-11-14T06:00:00,1979-11-15T00:00:00,1979-11-15T06:00:00,6
train_030492_lead024,train,4,30489,30492,30496,1979-11-14T06:00:00,1979-11-15T00:00:00,1979-11-16T00:00:00,24
train_030492_lead072,train,4,30489,30492,30504,1979-11-14T06:00:00,1979-11-15T00:00:00,1979-11-18T00:00:00,72
train_030521_lead006,train,4,30518,30521,30522,1979-11-21T12:00:00,1979-11-22T06:00:00,1979-11-22T12:00:00,6
train_030521_lead024,train,4,30518,30521,30525,1979-11-21T12:00:00,1979-11-22T06:00:00,1979-11-23T06:00:00,24
train_030521_lead072,train,4,30518,30521,30533,1979-11-21T12:00:00,1979-11-22T06:00:00,1979-11-25T06:00:00,72
train_030549_lead006,train,4,30546,30549,30550,1979-11-28T12:00:00,1979-11-29T06:00:00,1979-11-29T12:00:00,6
train_030549_lead024,train,4,30546,30549,30553,1979-11-28T12:00:00,1979-11-29T06:00:00,1979-11-30T06:00:00,24
train_030549_lead072,train,4,30546,30549,30561,1979-11-28T12:00:00,1979-11-29T06:00:00,1979-12-02T06:00:00,72
train_030578_lead006,train,4,30575,30578,30579,1979-12-05T18:00:00,1979-12-06T12:00:00,1979-12-06T18:00:00,6
train_030578_lead024,train,4,30575,30578,30582,1979-12-05T18:00:00,1979-12-06T12:00:00,1979-12-07T12:00:00,24
train_030578_lead072,train,4,30575,30578,30590,1979-12-05T18:00:00,1979-12-06T12:00:00,1979-12-09T12:00:00,72
train_030606_lead006,train,4,30603,30606,30607,1979-12-12T18:00:00,1979-12-13T12:00:00,1979-12-13T18:00:00,6
train_030606_lead024,train,4,30603,30606,30610,1979-12-12T18:00:00,1979-12-13T12:00:00,1979-12-14T12:00:00,24
train_030606_lead072,train,4,30603,30606,30618,1979-12-12T18:00:00,1979-12-13T12:00:00,1979-12-16T12:00:00,72
train_030635_lead006,train,4,30632,30635,30636,1979-12-20T00:00:00,1979-12-20T18:00:00,1979-12-21T00:00:00,6
train_030635_lead024,train,4,30632,30635,30639,1979-12-20T00:00:00,1979-12-20T18:00:00,1979-12-21T18:00:00,24
train_030635_lead072,train,4,30632,30635,30647,1979-12-20T00:00:00,1979-12-20T18:00:00,1979-12-23T18:00:00,72
train_030663_lead006,train,4,30660,30663,30664,1979-12-27T00:00:00,1979-12-27T18:00:00,1979-12-28T00:00:00,6
train_030663_lead024,train,4,30660,30663,30667,1979-12-27T00:00:00,1979-12-27T18:00:00,1979-12-28T18:00:00,24
train_030663_lead072,train,4,30660,30663,30675,1979-12-27T00:00:00,1979-12-27T18:00:00,1979-12-30T18:00:00,72
train_030692_lead006,train,4,30689,30692,30693,1980-01-03T06:00:00,1980-01-04T00:00:00,1980-01-04T06:00:00,6
train_030692_lead024,train,4,30689,30692,30696,1980-01-03T06:00:00,1980-01-04T00:00:00,1980-01-05T00:00:00,24
train_030692_lead072,train,4,30689,30692,30704,1980-01-03T06:00:00,1980-01-04T00:00:00,1980-01-07T00:00:00,72
train_030720_lead006,train,4,30717,30720,30721,1980-01-10T06:00:00,1980-01-11T00:00:00,1980-01-11T06:00:00,6
train_030720_lead024,train,4,30717,30720,30724,1980-01-10T06:00:00,1980-01-11T00:00:00,1980-01-12T00:00:00,24
train_030720_lead072,train,4,30717,30720,30732,1980-01-10T06:00:00,1980-01-11T00:00:00,1980-01-14T00:00:00,72
train_030749_lead006,train,4,30746,30749,30750,1980-01-17T12:00:00,1980-01-18T06:00:00,1980-01-18T12:00:00,6
train_030749_lead024,train,4,30746,30749,30753,1980-01-17T12:00:00,1980-01-18T06:00:00,1980-01-19T06:00:00,24
train_030749_lead072,train,4,30746,30749,30761,1980-01-17T12:00:00,1980-01-18T06:00:00,1980-01-21T06:00:00,72
train_030777_lead006,train,4,30774,30777,30778,1980-01-24T12:00:00,1980-01-25T06:00:00,1980-01-25T12:00:00,6
train_030777_lead024,train,4,30774,30777,30781,1980-01-24T12:00:00,1980-01-25T06:00:00,1980-01-26T06:00:00,24
train_030777_lead072,train,4,30774,30777,30789,1980-01-24T12:00:00,1980-01-25T06:00:00,1980-01-28T06:00:00,72
train_030806_lead006,train,4,30803,30806,30807,1980-01-31T18:00:00,1980-02-01T12:00:00,1980-02-01T18:00:00,6
train_030806_lead024,train,4,30803,30806,30810,1980-01-31T18:00:00,1980-02-01T12:00:00,1980-02-02T12:00:00,24
train_030806_lead072,train,4,30803,30806,30818,1980-01-31T18:00:00,1980-02-01T12:00:00,1980-02-04T12:00:00,72
train_030834_lead006,train,4,30831,30834,30835,1980-02-07T18:00:00,1980-02-08T12:00:00,1980-02-08T18:00:00,6
train_030834_lead024,train,4,30831,30834,30838,1980-02-07T18:00:00,1980-02-08T12:00:00,1980-02-09T12:00:00,24
train_030834_lead072,train,4,30831,30834,30846,1980-02-07T18:00:00,1980-02-08T12:00:00,1980-02-11T12:00:00,72
train_030863_lead006,train,4,30860,30863,30864,1980-02-15T00:00:00,1980-02-15T18:00:00,1980-02-16T00:00:00,6
train_030863_lead024,train,4,30860,30863,30867,1980-02-15T00:00:00,1980-02-15T18:00:00,1980-02-16T18:00:00,24
train_030863_lead072,train,4,30860,30863,30875,1980-02-15T00:00:00,1980-02-15T18:00:00,1980-02-18T18:00:00,72
train_030891_lead006,train,4,30888,30891,30892,1980-02-22T00:00:00,1980-02-22T18:00:00,1980-02-23T00:00:00,6
train_030891_lead024,train,4,30888,30891,30895,1980-02-22T00:00:00,1980-02-22T18:00:00,1980-02-23T18:00:00,24
train_030891_lead072,train,4,30888,30891,30903,1980-02-22T00:00:00,1980-02-22T18:00:00,1980-02-25T18:00:00,72
train_030920_lead006,train,4,30917,30920,30921,1980-02-29T06:00:00,1980-03-01T00:00:00,1980-03-01T06:00:00,6
train_030920_lead024,train,4,30917,30920,30924,1980-02-29T06:00:00,1980-03-01T00:00:00,1980-03-02T00:00:00,24
train_030920_lead072,train,4,30917,30920,30932,1980-02-29T06:00:00,1980-03-01T00:00:00,1980-03-04T00:00:00,72
train_030948_lead006,train,4,30945,30948,30949,1980-03-07T06:00:00,1980-03-08T00:00:00,1980-03-08T06:00:00,6
train_030948_lead024,train,4,30945,30948,30952,1980-03-07T06:00:00,1980-03-08T00:00:00,1980-03-09T00:00:00,24
train_030948_lead072,train,4,30945,30948,30960,1980-03-07T06:00:00,1980-03-08T00:00:00,1980-03-11T00:00:00,72
train_030977_lead006,train,4,30974,30977,30978,1980-03-14T12:00:00,1980-03-15T06:00:00,1980-03-15T12:00:00,6
train_030977_lead024,train,4,30974,30977,30981,1980-03-14T12:00:00,1980-03-15T06:00:00,1980-03-16T06:00:00,24
train_030977_lead072,train,4,30974,30977,30989,1980-03-14T12:00:00,1980-03-15T06:00:00,1980-03-18T06:00:00,72
train_031005_lead006,train,4,31002,31005,31006,1980-03-21T12:00:00,1980-03-22T06:00:00,1980-03-22T12:00:00,6
train_031005_lead024,train,4,31002,31005,31009,1980-03-21T12:00:00,1980-03-22T06:00:00,1980-03-23T06:00:00,24
train_031005_lead072,train,4,31002,31005,31017,1980-03-21T12:00:00,1980-03-22T06:00:00,1980-03-25T06:00:00,72
train_031034_lead006,train,4,31031,31034,31035,1980-03-28T18:00:00,1980-03-29T12:00:00,1980-03-29T18:00:00,6
train_031034_lead024,train,4,31031,31034,31038,1980-03-28T18:00:00,1980-03-29T12:00:00,1980-03-30T12:00:00,24
train_031034_lead072,train,4,31031,31034,31046,1980-03-28T18:00:00,1980-03-29T12:00:00,1980-04-01T12:00:00,72
train_031063_lead006,train,4,31060,31063,31064,1980-04-05T00:00:00,1980-04-05T18:00:00,1980-04-06T00:00:00,6
train_031063_lead024,train,4,31060,31063,31067,1980-04-05T00:00:00,1980-04-05T18:00:00,1980-04-06T18:00:00,24
train_031063_lead072,train,4,31060,31063,31075,1980-04-05T00:00:00,1980-04-05T18:00:00,1980-04-08T18:00:00,72
train_031091_lead006,train,4,31088,31091,31092,1980-04-12T00:00:00,1980-04-12T18:00:00,1980-04-13T00:00:00,6
train_031091_lead024,train,4,31088,31091,31095,1980-04-12T00:00:00,1980-04-12T18:00:00,1980-04-13T18:00:00,24
train_031091_lead072,train,4,31088,31091,31103,1980-04-12T00:00:00,1980-04-12T18:00:00,1980-04-15T18:00:00,72
train_031120_lead006,train,4,31117,31120,31121,1980-04-19T06:00:00,1980-04-20T00:00:00,1980-04-20T06:00:00,6
train_031120_lead024,train,4,31117,31120,31124,1980-04-19T06:00:00,1980-04-20T00:00:00,1980-04-21T00:00:00,24
train_031120_lead072,train,4,31117,31120,31132,1980-04-19T06:00:00,1980-04-20T00:00:00,1980-04-23T00:00:00,72
train_031148_lead006,train,4,31145,31148,31149,1980-04-26T06:00:00,1980-04-27T00:00:00,1980-04-27T06:00:00,6
train_031148_lead024,train,4,31145,31148,31152,1980-04-26T06:00:00,1980-04-27T00:00:00,1980-04-28T00:00:00,24
train_031148_lead072,train,4,31145,31148,31160,1980-04-26T06:00:00,1980-04-27T00:00:00,1980-04-30T00:00:00,72
train_031177_lead006,train,4,31174,31177,31178,1980-05-03T12:00:00,1980-05-04T06:00:00,1980-05-04T12:00:00,6
train_031177_lead024,train,4,31174,31177,31181,1980-05-03T12:00:00,1980-05-04T06:00:00,1980-05-05T06:00:00,24
train_031177_lead072,train,4,31174,31177,31189,1980-05-03T12:00:00,1980-05-04T06:00:00,1980-05-07T06:00:00,72
train_031205_lead006,train,4,31202,31205,31206,1980-05-10T12:00:00,1980-05-11T06:00:00,1980-05-11T12:00:00,6
train_031205_lead024,train,4,31202,31205,31209,1980-05-10T12:00:00,1980-05-11T06:00:00,1980-05-12T06:00:00,24
train_031205_lead072,train,4,31202,31205,31217,1980-05-10T12:00:00,1980-05-11T06:00:00,1980-05-14T06:00:00,72
train_031234_lead006,train,4,31231,31234,31235,1980-05-17T18:00:00,1980-05-18T12:00:00,1980-05-18T18:00:00,6
train_031234_lead024,train,4,31231,31234,31238,1980-05-17T18:00:00,1980-05-18T12:00:00,1980-05-19T12:00:00,24
train_031234_lead072,train,4,31231,31234,31246,1980-05-17T18:00:00,1980-05-18T12:00:00,1980-05-21T12:00:00,72
train_031262_lead006,train,4,31259,31262,31263,1980-05-24T18:00:00,1980-05-25T12:00:00,1980-05-25T18:00:00,6
train_031262_lead024,train,4,31259,31262,31266,1980-05-24T18:00:00,1980-05-25T12:00:00,1980-05-26T12:00:00,24
train_031262_lead072,train,4,31259,31262,31274,1980-05-24T18:00:00,1980-05-25T12:00:00,1980-05-28T12:00:00,72
train_031291_lead006,train,4,31288,31291,31292,1980-06-01T00:00:00,1980-06-01T18:00:00,1980-06-02T00:00:00,6
train_031291_lead024,train,4,31288,31291,31295,1980-06-01T00:00:00,1980-06-01T18:00:00,1980-06-02T18:00:00,24
train_031291_lead072,train,4,31288,31291,31303,1980-06-01T00:00:00,1980-06-01T18:00:00,1980-06-04T18:00:00,72
train_031319_lead006,train,4,31316,31319,31320,1980-06-08T00:00:00,1980-06-08T18:00:00,1980-06-09T00:00:00,6
