sample_id,split,context_steps,context_start_idx,context_end_idx,target_idx,context_start,context_end,target_time,lead_hours
train_080050_lead072,train,4,80047,80050,80062,2013-10-15T18:00:00,2013-10-16T12:00:00,2013-10-19T12:00:00,72
train_084352_lead006,train,4,84349,84352,84353,2016-09-25T06:00:00,2016-09-26T00:00:00,2016-09-26T06:00:00,6
train_048069_lead006,train,4,48066,48069,48070,1991-11-25T12:00:00,1991-11-26T06:00:00,1991-11-26T12:00:00,6
train_058228_lead024,train,4,58225,58228,58232,1998-11-08T06:00:00,1998-11-09T00:00:00,1998-11-10T00:00:00,24
train_059035_lead024,train,4,59032,59035,59039,1999-05-29T00:00:00,1999-05-29T18:00:00,1999-05-30T18:00:00,24
train_033249_lead072,train,4,33246,33249,33261,1981-10-03T12:00:00,1981-10-04T06:00:00,1981-10-07T06:00:00,72
train_085287_lead024,train,4,85284,85287,85291,2017-05-17T00:00:00,2017-05-17T18:00:00,2017-05-18T18:00:00,24
train_039843_lead072,train,4,39840,39843,39855,1986-04-09T00:00:00,1986-04-09T18:00:00,1986-04-12T18:00:00,72
train_051935_lead072,train,4,51932,51935,51947,1994-07-19T00:00:00,1994-07-19T18:00:00,1994-07-22T18:00:00,72
train_058681_lead072,train,4,58678,58681,58693,1999-03-01T12:00:00,1999-03-02T06:00:00,1999-03-05T06:00:00,72
train_060626_lead024,train,4,60623,60626,60630,2000-06-29T18:00:00,2000-06-30T12:00:00,2000-07-01T12:00:00,24
train_049502_lead072,train,4,49499,49502,49514,1992-11-17T18:00:00,1992-11-18T12:00:00,1992-11-21T12:00:00,72
train_083891_lead072,train,4,83888,83891,83903,2016-06-02T00:00:00,2016-06-02T18:00:00,2016-06-05T18:00:00,72
train_064582_lead072,train,4,64579,64582,64594,2003-03-15T18:00:00,2003-03-16T12:00:00,2003-03-19T12:00:00,72
train_079738_lead006,train,4,79735,79738,79739,2013-07-29T18:00:00,2013-07-30T12:00:00,2013-07-30T18:00:00,6
train_057789_lead006,train,4,57786,57789,57790,1998-07-21T12:00:00,1998-07-22T06:00:00,1998-07-22T12:00:00,6
train_062626_lead072,train,4,62623,62626,62638,2001-11-11T18:00:00,2001-11-12T12:00:00,2001-11-15T12:00:00,72
train_080449_lead072,train,4,80446,80449,80461,2014-01-23T12:00:00,2014-01-24T06:00:00,2014-01-27T06:00:00,72
train_070137_lead072,train,4,70134,70137,70149,2007-01-02T12:00:00,2007-01-03T06:00:00,2007-01-06T06:00:00,72
train_061499_lead006,train,4,61496,61499,61500,2001-02-03T00:00:00,2001-02-03T18:00:00,2001-02-04T00:00:00,6
train_049819_lead024,train,4,49816,49819,49823,1993-02-05T00:00:00,1993-02-05T18:00:00,1993-02-06T18:00:00,24
train_038976_lead024,train,4,38973,38976,38980,1985-09-04T06:00:00,1985-09-05T00:00:00,1985-09-06T00:00:00,24
train_069244_lead072,train,4,69241,69244,69256,2006-05-24T06:00:00,2006-05-25T00:00:00,2006-05-28T00:00:00,72
train_063782_lead072,train,4,63779,63782,63794,2002-08-27T18:00:00,2002-08-28T12:00:00,2002-08-31T12:00:00,72
train_068909_lead006,train,4,68906,68909,68910,2006-03-01T12:00:00,2006-03-02T06:00:00,2006-03-02T12:00:00,6
train_061131_lead006,train,4,61128,61131,61132,2000-11-03T00:00:00,2000-11-03T18:00:00,2000-11-04T00:00:00,6
train_036921_lead072,train,4,36918,36921,36933,1984-04-08T12:00:00,1984-04-09T06:00:00,1984-04-12T06:00:00,72
train_080762_lead024,train,4,80759,80762,80766,2014-04-11T18:00:00,2014-04-12T12:00:00,2014-04-13T12:00:00,24
train_041238_lead072,train,4,41235,41238,41250,1987-03-23T18:00:00,1987-03-24T12:00:00,1987-03-27T12:00:00,72
train_075833_lead072,train,4,75830,75833,75845,2010-11-26T12:00:00,2010-11-27T06:00:00,2010-11-30T06:00:00,72
train_085036_lead006,train,4,85033,85036,85037,2017-03-15T06:00:00,2017-03-16T00:00:00,2017-03-16T06:00:00,6
train_084438_lead024,train,4,84435,84438,84442,2016-10-16T18:00:00,2016-10-17T12:00:00,2016-10-18T12:00:00,24
train_055363_lead072,train,4,55360,55363,55375,1996-11-22T00:00:00,1996-11-22T18:00:00,1996-11-25T18:00:00,72
train_050135_lead072,train,4,50132,50135,50147,1993-04-25T00:00:00,1993-04-25T18:00:00,1993-04-28T18:00:00,72
train_040842_lead072,train,4,40839,40842,40854,1986-12-14T18:00:00,1986-12-15T12:00:00,1986-12-18T12:00:00,72
train_069712_lead024,train,4,69709,69712,69716,2006-09-18T06:00:00,2006-09-19T00:00:00,2006-09-20T00:00:00,24
train_085462_lead024,train,4,85459,85462,85466,2017-06-29T18:00:00,2017-06-30T12:00:00,2017-07-01T12:00:00,24
train_057525_lead006,train,4,57522,57525,57526,1998-05-16T12:00:00,1998-05-17T06:00:00,1998-05-17T12:00:00,6
train_071567_lead006,train,4,71564,71567,71568,2007-12-26T00:00:00,2007-12-26T18:00:00,2007-12-27T00:00:00,6
train_074325_lead072,train,4,74322,74325,74337,2009-11-14T12:00:00,2009-11-15T06:00:00,2009-11-18T06:00:00,72
train_031693_lead006,train,4,31690,31693,31694,1980-09-09T12:00:00,1980-09-10T06:00:00,1980-09-10T12:00:00,6
train_059225_lead072,train,4,59222,59225,59237,1999-07-15T12:00:00,1999-07-16T06:00:00,1999-07-19T06:00:00,72
train_065310_lead024,train,4,65307,65310,65314,2003-09-13T18:00:00,2003-09-14T12:00:00,2003-09-15T12:00:00,24
train_084991_lead006,train,4,84988,84991,84992,2017-03-04T00:00:00,2017-03-04T18:00:00,2017-03-05T00:00:00,6
train_079456_lead072,train,4,79453,79456,79468,2013-05-20T06:00:00,2013-05-21T00:00:00,2013-05-24T00:00:00,72
train_063978_lead006,train,4,63975,63978,63979,2002-10-15T18:00:00,2002-10-16T12:00:00,2002-10-16T18:00:00,6
train_045131_lead024,train,4,45128,45131,45135,1989-11-21T00:00:00,1989-11-21T18:00:00,1989-11-22T18:00:00,24
train_040621_lead072,train,4,40618,40621,40633,1986-10-20T12:00:00,1986-10-21T06:00:00,1986-10-24T06:00:00,72
train_057405_lead006,train,4,57402,57405,57406,1998-04-16T12:00:00,1998-04-17T06:00:00,1998-04-17T12:00:00,6
train_059086_lead024,train,4,59083,59086,59090,1999-06-10T18:00:00,1999-06-11T12:00:00,1999-06-12T12:00:00,24
train_075665_lead006,train,4,75662,75665,75666,2010-10-15T12:00:00,2010-10-16T06:00:00,2010-10-16T12:00:00,6
train_032197_lead072,train,4,32194,32197,32209,1981-01-13T12:00:00,1981-01-14T06:00:00,1981-01-17T06:00:00,72
train_054273_lead072,train,4,54270,54273,54285,1996-02-23T12:00:00,1996-02-24T06:00:00,1996-02-27T06:00:00,72
train_038481_lead006,train,4,38478,38481,38482,1985-05-03T12:00:00,1985-05-04T06:00:00,1985-05-04T12:00:00,6
train_057727_lead024,train,4,57724,57727,57731,1998-07-06T00:00:00,1998-07-06T18:00:00,1998-07-07T18:00:00,24
train_033751_lead006,train,4,33748,33751,33752,1982-02-06T00:00:00,1982-02-06T18:00:00,1982-02-07T00:00:00,6
train_059317_lead024,train,4,59314,59317,59321,1999-08-07T12:00:00,1999-08-08T06:00:00,1999-08-09T06:00:00,24
train_074569_lead024,train,4,74566,74569,74573,2010-01-14T12:00:00,2010-01-15T06:00:00,2010-01-16T06:00:00,24
train_033837_lead024,train,4,33834,33837,33841,1982-02-27T12:00:00,1982-02-28T06:00:00,1982-03-01T06:00:00,24
train_069983_lead072,train,4,69980,69983,69995,2006-11-25T00:00:00,2006-11-25T18:00:00,2006-11-28T18:00:00,72
train_084028_lead072,train,4,84025,84028,84040,2016-07-06T06:00:00,2016-07-07T00:00:00,2016-07-10T00:00:00,72
train_047425_lead072,train,4,47422,47425,47437,1991-06-17T12:00:00,1991-06-18T06:00:00,1991-06-21T06:00:00,72
train_083152_lead006,train,4,83149,83152,83153,2015-11-30T06:00:00,2015-12-01T00:00:00,2015-12-01T06:00:00,6
train_051733_lead024,train,4,51730,51733,51737,1994-05-29T12:00:00,1994-05-30T06:00:00,1994-05-31T06:00:00,24
train_034095_lead006,train,4,34092,34095,34096,1982-05-03T00:00:00,1982-05-03T18:00:00,1982-05-04T00:00:00,6
train_056872_lead024,train,4,56869,56872,56876,1997-12-04T06:00:00,1997-12-05T00:00:00,1997-12-06T00:00:00,24
train_036831_lead072,train,4,36828,36831,36843,1984-03-17T00:00:00,1984-03-17T18:00:00,1984-03-20T18:00:00,72
train_061073_lead072,train,4,61070,61073,61085,2000-10-19T12:00:00,2000-10-20T06:00:00,2000-10-23T06:00:00,72
train_065606_lead072,train,4,65603,65606,65618,2003-11-26T18:00:00,2003-11-27T12:00:00,2003-11-30T12:00:00,72
train_069370_lead072,train,4,69367,69370,69382,2006-06-24T18:00:00,2006-06-25T12:00:00,2006-06-28T12:00:00,72
train_045171_lead006,train,4,45168,45171,45172,1989-12-01T00:00:00,1989-12-01T18:00:00,1989-12-02T00:00:00,6
train_031915_lead072,train,4,31912,31915,31927,1980-11-04T00:00:00,1980-11-04T18:00:00,1980-11-07T18:00:00,72
train_071657_lead072,train,4,71654,71657,71669,2008-01-17T12:00:00,2008-01-18T06:00:00,2008-01-21T06:00:00,72
train_064843_lead024,train,4,64840,64843,64847,2003-05-20T00:00:00,2003-05-20T18:00:00,2003-05-21T18:00:00,24
train_059116_lead024,train,4,59113,59116,59120,1999-06-18T06:00:00,1999-06-19T00:00:00,1999-06-20T00:00:00,24
train_050799_lead024,train,4,50796,50799,50803,1993-10-08T00:00:00,1993-10-08T18:00:00,1993-10-09T18:00:00,24
train_070338_lead072,train,4,70335,70338,70350,2007-02-21T18:00:00,2007-02-22T12:00:00,2007-02-25T12:00:00,72
train_080207_lead072,train,4,80204,80207,80219,2013-11-24T00:00:00,2013-11-24T18:00:00,2013-11-27T18:00:00,72
train_032939_lead006,train,4,32936,32939,32940,1981-07-18T00:00:00,1981-07-18T18:00:00,1981-07-19T00:00:00,6
train_062166_lead006,train,4,62163,62166,62167,2001-07-19T18:00:00,2001-07-20T12:00:00,2001-07-20T18:00:00,6
train_043265_lead006,train,4,43262,43265,43266,1988-08-11T12:00:00,1988-08-12T06:00:00,1988-08-12T12:00:00,6
train_056675_lead024,train,4,56672,56675,56679,1997-10-16T00:00:00,1997-10-16T18:00:00,1997-10-17T18:00:00,24
train_034859_lead072,train,4,34856,34859,34871,1982-11-10T00:00:00,1982-11-10T18:00:00,1982-11-13T18:00:00,72
train_045620_lead072,train,4,45617,45620,45632,1990-03-23T06:00:00,1990-03-24T00:00:00,1990-03-27T00:00:00,72
train_075097_lead006,train,4,75094,75097,75098,2010-05-26T12:00:00,2010-05-27T06:00:00,2010-05-27T12:00:00,6
train_078010_lead072,train,4,78007,78010,78022,2012-05-23T18:00:00,2012-05-24T12:00:00,2012-05-27T12:00:00,72
train_035951_lead006,train,4,35948,35951,35952,1983-08-10T00:00:00,1983-08-10T18:00:00,1983-08-11T00:00:00,6
train_070011_lead024,train,4,70008,70011,70015,2006-12-02T00:00:00,2006-12-02T18:00:00,2006-12-03T18:00:00,24
train_047105_lead024,train,4,47102,47105,47109,1991-03-29T12:00:00,1991-03-30T06:00:00,1991-03-31T06:00:00,24
train_057465_lead024,train,4,57462,57465,57469,1998-05-01T12:00:00,1998-05-02T06:00:00,1998-05-03T06:00:00,24
train_063922_lead006,train,4,63919,63922,63923,2002-10-01T18:00:00,2002-10-02T12:00:00,2002-10-02T18:00:00,6
train_045540_lead024,train,4,45537,45540,45544,1990-03-03T06:00:00,1990-03-04T00:00:00,1990-03-05T00:00:00,24
train_035797_lead006,train,4,35794,35797,35798,1983-07-02T12:00:00,1983-07-03T06:00:00,1983-07-03T12:00:00,6
train_054621_lead024,train,4,54618,54621,54625,1996-05-20T12:00:00,1996-05-21T06:00:00,1996-05-22T06:00:00,24
train_041369_lead024,train,4,41366,41369,41373,1987-04-25T12:00:00,1987-04-26T06:00:00,1987-04-27T06:00:00,24
train_081579_lead006,train,4,81576,81579,81580,2014-11-02T00:00:00,2014-11-02T18:00:00,2014-11-03T00:00:00,6
train_079710_lead072,train,4,79707,79710,79722,2013-07-22T18:00:00,2013-07-23T12:00:00,2013-07-26T12:00:00,72
train_035167_lead024,train,4,35164,35167,35171,1983-01-26T00:00:00,1983-01-26T18:00:00,1983-01-27T18:00:00,24
train_039062_lead072,train,4,39059,39062,39074,1985-09-25T18:00:00,1985-09-26T12:00:00,1985-09-29T12:00:00,72
train_066081_lead072,train,4,66078,66081,66093,2004-03-24T12:00:00,2004-03-25T06:00:00,2004-03-28T06:00:00,72
train_047634_lead006,train,4,47631,47634,47635,1991-08-08T18:00:00,1991-08-09T12:00:00,1991-08-09T18:00:00,6
train_054363_lead024,train,4,54360,54363,54367,1996-03-17T00:00:00,1996-03-17T18:00:00,1996-03-18T18:00:00,24
train_056335_lead024,train,4,56332,56335,56339,1997-07-23T00:00:00,1997-07-23T18:00:00,1997-07-24T18:00:00,24
train_053063_lead072,train,4,53060,53063,53075,1995-04-27T00:00:00,1995-04-27T18:00:00,1995-04-30T18:00:00,72
train_030130_lead006,train,4,30127,30130,30131,1979-08-15T18:00:00,1979-08-16T12:00:00,1979-08-16T18:00:00,6
train_070481_lead006,train,4,70478,70481,70482,2007-03-29T12:00:00,2007-03-30T06:00:00,2007-03-30T12:00:00,6
train_048557_lead072,train,4,48554,48557,48569,1992-03-26T12:00:00,1992-03-27T06:00:00,1992-03-30T06:00:00,72
train_077742_lead072,train,4,77739,77742,77754,2012-03-17T18:00:00,2012-03-18T12:00:00,2012-03-21T12:00:00,72
train_071188_lead006,train,4,71185,71188,71189,2007-09-22T06:00:00,2007-09-23T00:00:00,2007-09-23T06:00:00,6
train_064637_lead024,train,4,64634,64637,64641,2003-03-29T12:00:00,2003-03-30T06:00:00,2003-03-31T06:00:00,24
train_050828_lead024,train,4,50825,50828,50832,1993-10-15T06:00:00,1993-10-16T00:00:00,1993-10-17T00:00:00,24
train_041833_lead006,train,4,41830,41833,41834,1987-08-19T12:00:00,1987-08-20T06:00:00,1987-08-20T12:00:00,6
train_041822_lead072,train,4,41819,41822,41834,1987-08-16T18:00:00,1987-08-17T12:00:00,1987-08-20T12:00:00,72
train_060887_lead006,train,4,60884,60887,60888,2000-09-03T00:00:00,2000-09-03T18:00:00,2000-09-04T00:00:00,6
train_042084_lead072,train,4,42081,42084,42096,1987-10-21T06:00:00,1987-10-22T00:00:00,1987-10-25T00:00:00,72
train_059411_lead024,train,4,59408,59411,59415,1999-08-31T00:00:00,1999-08-31T18:00:00,1999-09-01T18:00:00,24
train_047851_lead006,train,4,47848,47851,47852,1991-10-02T00:00:00,1991-10-02T18:00:00,1991-10-03T00:00:00,6
train_035147_lead006,train,4,35144,35147,35148,1983-01-21T00:00:00,1983-01-21T18:00:00,1983-01-22T00:00:00,6
train_069320_lead072,train,4,69317,69320,69332,2006-06-12T06:00:00,2006-06-13T00:00:00,2006-06-16T00:00:00,72
train_075261_lead024,train,4,75258,75261,75265,2010-07-06T12:00:00,2010-07-07T06:00:00,2010-07-08T06:00:00,24
train_058985_lead024,train,4,58982,58985,58989,1999-05-16T12:00:00,1999-05-17T06:00:00,1999-05-18T06:00:00,24
train_058453_lead006,train,4,58450,58453,58454,1999-01-03T12:00:00,1999-01-04T06:00:00,1999-01-04T12:00:00,6
train_049056_lead072,train,4,49053,49056,49068,1992-07-29T06:00:00,1992-07-30T00:00:00,1992-08-02T00:00:00,72
train_031030_lead006,train,4,31027,31030,31031,1980-03-27T18:00:00,1980-03-28T12:00:00,1980-03-28T18:00:00,6
train_064202_lead072,train,4,64199,64202,64214,2002-12-10T18:00:00,2002-12-11T12:00:00,2002-12-14T12:00:00,72
train_049307_lead006,train,4,49304,49307,49308,1992-09-30T00:00:00,1992-09-30T18:00:00,1992-10-01T00:00:00,6
train_034588_lead072,train,4,34585,34588,34600,1982-09-03T06:00:00,1982-09-04T00:00:00,1982-09-07T00:00:00,72
train_060553_lead072,train,4,60550,60553,60565,2000-06-11T12:00:00,2000-06-12T06:00:00,2000-06-15T06:00:00,72
train_059677_lead024,train,4,59674,59677,59681,1999-11-05T12:00:00,1999-11-06T06:00:00,1999-11-07T06:00:00,24
train_050654_lead072,train,4,50651,50654,50666,1993-09-01T18:00:00,1993-09-02T12:00:00,1993-09-05T12:00:00,72
train_029476_lead024,train,4,29473,29476,29480,1979-03-05T06:00:00,1979-03-06T00:00:00,1979-03-07T00:00:00,24
train_064082_lead024,train,4,64079,64082,64086,2002-11-10T18:00:00,2002-11-11T12:00:00,2002-11-12T12:00:00,24
train_040875_lead006,train,4,40872,40875,40876,1986-12-23T00:00:00,1986-12-23T18:00:00,1986-12-24T00:00:00,6
train_055723_lead006,train,4,55720,55723,55724,1997-02-20T00:00:00,1997-02-20T18:00:00,1997-02-21T00:00:00,6
train_060228_lead024,train,4,60225,60228,60232,2000-03-22T06:00:00,2000-03-23T00:00:00,2000-03-24T00:00:00,24
train_034752_lead072,train,4,34749,34752,34764,1982-10-14T06:00:00,1982-10-15T00:00:00,1982-10-18T00:00:00,72
train_087341_lead024,train,4,87338,87341,87345,2018-10-12T12:00:00,2018-10-13T06:00:00,2018-10-14T06:00:00,24
train_040010_lead006,train,4,40007,40010,40011,1986-05-20T18:00:00,1986-05-21T12:00:00,1986-05-21T18:00:00,6
train_067478_lead024,train,4,67475,67478,67482,2005-03-08T18:00:00,2005-03-09T12:00:00,2005-03-10T12:00:00,24
train_046645_lead024,train,4,46642,46645,46649,1990-12-04T12:00:00,1990-12-05T06:00:00,1990-12-06T06:00:00,24
train_038034_lead006,train,4,38031,38034,38035,1985-01-11T18:00:00,1985-01-12T12:00:00,1985-01-12T18:00:00,6
train_058240_lead006,train,4,58237,58240,58241,1998-11-11T06:00:00,1998-11-12T00:00:00,1998-11-12T06:00:00,6
train_039280_lead006,train,4,39277,39280,39281,1985-11-19T06:00:00,1985-11-20T00:00:00,1985-11-20T06:00:00,6
train_067159_lead024,train,4,67156,67159,67163,2004-12-19T00:00:00,2004-12-19T18:00:00,2004-12-20T18:00:00,24
train_077118_lead006,train,4,77115,77118,77119,2011-10-13T18:00:00,2011-10-14T12:00:00,2011-10-14T18:00:00,6
train_080241_lead024,train,4,80238,80241,80245,2013-12-02T12:00:00,2013-12-03T06:00:00,2013-12-04T06:00:00,24
train_054549_lead024,train,4,54546,54549,54553,1996-05-02T12:00:00,1996-05-03T06:00:00,1996-05-04T06:00:00,24
train_041246_lead072,train,4,41243,41246,41258,1987-03-25T18:00:00,1987-03-26T12:00:00,1987-03-29T12:00:00,72
train_079856_lead006,train,4,79853,79856,79857,2013-08-28T06:00:00,2013-08-29T00:00:00,2013-08-29T06:00:00,6
train_081577_lead024,train,4,81574,81577,81581,2014-11-01T12:00:00,2014-11-02T06:00:00,2014-11-03T06:00:00,24
train_063060_lead024,train,4,63057,63060,63064,2002-02-28T06:00:00,2002-03-01T00:00:00,2002-03-02T00:00:00,24
train_048862_lead006,train,4,48859,48862,48863,1992-06-10T18:00:00,1992-06-11T12:00:00,1992-06-11T18:00:00,6
train_061339_lead006,train,4,61336,61339,61340,2000-12-25T00:00:00,2000-12-25T18:00:00,2000-12-26T00:00:00,6
train_075870_lead024,train,4,75867,75870,75874,2010-12-05T18:00:00,2010-12-06T12:00:00,2010-12-07T12:00:00,24
train_065482_lead006,train,4,65479,65482,65483,2003-10-26T18:00:00,2003-10-27T12:00:00,2003-10-27T18:00:00,6
train_054142_lead006,train,4,54139,54142,54143,1996-01-21T18:00:00,1996-01-22T12:00:00,1996-01-22T18:00:00,6
train_064784_lead024,train,4,64781,64784,64788,2003-05-05T06:00:00,2003-05-06T00:00:00,2003-05-07T00:00:00,24
train_086512_lead006,train,4,86509,86512,86513,2018-03-19T06:00:00,2018-03-20T00:00:00,2018-03-20T06:00:00,6
train_054054_lead072,train,4,54051,54054,54066,1995-12-30T18:00:00,1995-12-31T12:00:00,1996-01-03T12:00:00,72
train_063199_lead072,train,4,63196,63199,63211,2002-04-04T00:00:00,2002-04-04T18:00:00,2002-04-07T18:00:00,72
train_081411_lead006,train,4,81408,81411,81412,2014-09-21T00:00:00,2014-09-21T18:00:00,2014-09-22T00:00:00,6
train_055049_lead024,train,4,55046,55049,55053,1996-09-04T12:00:00,1996-09-05T06:00:00,1996-09-06T06:00:00,24
train_046561_lead006,train,4,46558,46561,46562,1990-11-13T12:00:00,1990-11-14T06:00:00,1990-11-14T12:00:00,6
train_029544_lead072,train,4,29541,29544,29556,1979-03-22T06:00:00,1979-03-23T00:00:00,1979-03-26T00:00:00,72
train_036213_lead024,train,4,36210,36213,36217,1983-10-14T12:00:00,1983-10-15T06:00:00,1983-10-16T06:00:00,24
train_062378_lead006,train,4,62375,62378,62379,2001-09-10T18:00:00,2001-09-11T12:00:00,2001-09-11T18:00:00,6
train_071930_lead024,train,4,71927,71930,71934,2008-03-25T18:00:00,2008-03-26T12:00:00,2008-03-27T12:00:00,24
train_072395_lead024,train,4,72392,72395,72399,2008-07-20T00:00:00,2008-07-20T18:00:00,2008-07-21T18:00:00,24
train_039505_lead024,train,4,39502,39505,39509,1986-01-14T12:00:00,1986-01-15T06:00:00,1986-01-16T06:00:00,24
train_085241_lead006,train,4,85238,85241,85242,2017-05-05T12:00:00,2017-05-06T06:00:00,2017-05-06T12:00:00,6
train_082490_lead006,train,4,82487,82490,82491,2015-06-17T18:00:00,2015-06-18T12:00:00,2015-06-18T18:00:00,6
train_062358_lead024,train,4,62355,62358,62362,2001-09-05T18:00:00,2001-09-06T12:00:00,2001-09-07T12:00:00,24
train_069326_lead072,train,4,69323,69326,69338,2006-06-13T18:00:00,2006-06-14T12:00:00,2006-06-17T12:00:00,72
train_085786_lead006,train,4,85783,85786,85787,2017-09-18T18:00:00,2017-09-19T12:00:00,2017-09-19T18:00:00,6
train_054050_lead024,train,4,54047,54050,54054,1995-12-29T18:00:00,1995-12-30T12:00:00,1995-12-31T12:00:00,24
train_036804_lead006,train,4,36801,36804,36805,1984-03-10T06:00:00,1984-03-11T00:00:00,1984-03-11T06:00:00,6
train_055059_lead006,train,4,55056,55059,55060,1996-09-07T00:00:00,1996-09-07T18:00:00,1996-09-08T00:00:00,6
train_058524_lead024,train,4,58521,58524,58528,1999-01-21T06:00:00,1999-01-22T00:00:00,1999-01-23T00:00:00,24
train_045084_lead072,train,4,45081,45084,45096,1989-11-09T06:00:00,1989-11-10T00:00:00,1989-11-13T00:00:00,72
train_043193_lead072,train,4,43190,43193,43205,1988-07-24T12:00:00,1988-07-25T06:00:00,1988-07-28T06:00:00,72
train_043082_lead006,train,4,43079,43082,43083,1988-06-26T18:00:00,1988-06-27T12:00:00,1988-06-27T18:00:00,6
train_059343_lead006,train,4,59340,59343,59344,1999-08-14T00:00:00,1999-08-14T18:00:00,1999-08-15T00:00:00,6
train_045932_lead024,train,4,45929,45932,45936,1990-06-09T06:00:00,1990-06-10T00:00:00,1990-06-11T00:00:00,24
train_063528_lead006,train,4,63525,63528,63529,2002-06-25T06:00:00,2002-06-26T00:00:00,2002-06-26T06:00:00,6
train_068340_lead024,train,4,68337,68340,68344,2005-10-10T06:00:00,2005-10-11T00:00:00,2005-10-12T00:00:00,24
train_057496_lead006,train,4,57493,57496,57497,1998-05-09T06:00:00,1998-05-10T00:00:00,1998-05-10T06:00:00,6
train_063653_lead024,train,4,63650,63653,63657,2002-07-26T12:00:00,2002-07-27T06:00:00,2002-07-28T06:00:00,24
train_051672_lead006,train,4,51669,51672,51673,1994-05-14T06:00:00,1994-05-15T00:00:00,1994-05-15T06:00:00,6
train_060181_lead024,train,4,60178,60181,60185,2000-03-10T12:00:00,2000-03-11T06:00:00,2000-03-12T06:00:00,24
train_034439_lead024,train,4,34436,34439,34443,1982-07-28T00:00:00,1982-07-28T18:00:00,1982-07-29T18:00:00,24
train_054451_lead024,train,4,54448,54451,54455,1996-04-08T00:00:00,1996-04-08T18:00:00,1996-04-09T18:00:00,24
train_037387_lead006,train,4,37384,37387,37388,1984-08-03T00:00:00,1984-08-03T18:00:00,1984-08-04T00:00:00,6
train_045492_lead006,train,4,45489,45492,45493,1990-02-19T06:00:00,1990-02-20T00:00:00,1990-02-20T06:00:00,6
train_058262_lead072,train,4,58259,58262,58274,1998-11-16T18:00:00,1998-11-17T12:00:00,1998-11-20T12:00:00,72
train_048005_lead024,train,4,48002,48005,48009,1991-11-09T12:00:00,1991-11-10T06:00:00,1991-11-11T06:00:00,24
