dataset_root,relative_path,size_bytes,size_human,mtime
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10082.0.0,818123,798.95 KiB,2026-07-15T21:18:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10083.0.0,816506,797.37 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10084.0.0,815915,796.79 KiB,2026-07-15T21:18:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10085.0.0,816315,797.18 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10086.0.0,818000,798.83 KiB,2026-07-15T21:18:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10087.0.0,817853,798.68 KiB,2026-07-15T21:18:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10088.0.0,816673,797.53 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10089.0.0,817837,798.67 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10090.0.0,816254,797.12 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10091.0.0,817587,798.42 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10092.0.0,818521,799.34 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10093.0.0,819010,799.81 KiB,2026-07-15T21:18:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10094.0.0,817911,798.74 KiB,2026-07-15T21:18:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10095.0.0,815177,796.07 KiB,2026-07-15T21:18:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10096.0.0,814946,795.85 KiB,2026-07-15T21:18:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10097.0.0,815843,796.72 KiB,2026-07-15T21:18:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10098.0.0,816419,797.28 KiB,2026-07-15T21:18:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10099.0.0,816145,797.02 KiB,2026-07-15T21:18:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10100.0.0,816816,797.67 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10101.0.0,817020,797.87 KiB,2026-07-15T21:18:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10102.0.0,817957,798.79 KiB,2026-07-15T21:18:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10103.0.0,817272,798.12 KiB,2026-07-15T21:18:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10104.0.0,816588,797.45 KiB,2026-07-15T21:18:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10105.0.0,817914,798.74 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10106.0.0,817599,798.44 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10107.0.0,816645,797.50 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10108.0.0,814440,795.35 KiB,2026-07-15T21:18:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10109.0.0,815967,796.84 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10110.0.0,815931,796.81 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10111.0.0,818567,799.38 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10112.0.0,820354,801.13 KiB,2026-07-15T21:18:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10113.0.0,818106,798.93 KiB,2026-07-15T21:18:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10114.0.0,817190,798.04 KiB,2026-07-15T21:18:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10115.0.0,817399,798.24 KiB,2026-07-15T21:18:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10116.0.0,816195,797.07 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10117.0.0,816316,797.18 KiB,2026-07-15T21:18:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10118.0.0,816441,797.31 KiB,2026-07-15T21:18:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10119.0.0,817002,797.85 KiB,2026-07-15T21:18:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10120.0.0,816855,797.71 KiB,2026-07-15T21:18:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10121.0.0,817345,798.19 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10122.0.0,817105,797.95 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10123.0.0,819107,799.91 KiB,2026-07-15T21:18:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10124.0.0,819370,800.17 KiB,2026-07-15T21:18:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10125.0.0,818729,799.54 KiB,2026-07-15T21:18:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10126.0.0,816091,796.96 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10127.0.0,817353,798.20 KiB,2026-07-15T21:19:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10128.0.0,817458,798.30 KiB,2026-07-15T21:19:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10129.0.0,817450,798.29 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10130.0.0,816129,797.00 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10131.0.0,817597,798.43 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10132.0.0,819008,799.81 KiB,2026-07-15T21:18:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10133.0.0,817964,798.79 KiB,2026-07-15T21:18:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10134.0.0,818445,799.26 KiB,2026-07-15T21:18:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10135.0.0,819241,800.04 KiB,2026-07-15T21:18:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10136.0.0,820082,800.86 KiB,2026-07-15T21:18:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10137.0.0,818750,799.56 KiB,2026-07-15T21:18:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10138.0.0,819041,799.84 KiB,2026-07-15T21:18:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10139.0.0,817129,797.98 KiB,2026-07-15T21:18:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10140.0.0,818171,799.00 KiB,2026-07-15T21:18:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10141.0.0,817032,797.88 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10142.0.0,817035,797.89 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10143.0.0,818813,799.62 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10144.0.0,817680,798.52 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10145.0.0,818746,799.56 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10146.0.0,816866,797.72 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10147.0.0,818304,799.12 KiB,2026-07-15T21:18:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10148.0.0,819745,800.53 KiB,2026-07-15T21:18:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10149.0.0,818545,799.36 KiB,2026-07-15T21:18:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10150.0.0,820222,801.00 KiB,2026-07-15T21:18:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10151.0.0,820843,801.60 KiB,2026-07-15T21:18:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10152.0.0,819424,800.22 KiB,2026-07-15T21:18:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10153.0.0,816598,797.46 KiB,2026-07-15T21:18:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10154.0.0,815729,796.61 KiB,2026-07-15T21:18:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10155.0.0,816909,797.76 KiB,2026-07-15T21:18:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10156.0.0,817724,798.56 KiB,2026-07-15T21:18:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10157.0.0,818791,799.60 KiB,2026-07-15T21:18:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10158.0.0,818791,799.60 KiB,2026-07-15T21:18:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10159.0.0,819218,800.02 KiB,2026-07-15T21:18:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10160.0.0,819073,799.88 KiB,2026-07-15T21:18:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10161.0.0,819316,800.11 KiB,2026-07-15T21:18:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10162.0.0,818484,799.30 KiB,2026-07-15T21:18:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10163.0.0,818093,798.92 KiB,2026-07-15T21:18:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10164.0.0,820571,801.34 KiB,2026-07-15T21:18:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10165.0.0,816802,797.66 KiB,2026-07-15T21:18:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/10m_u_component_of_wind/10166.0.0,817969,798.80 KiB,2026-07-15T21:18:58
